id_starname,dr3_source_id,bpmag,bpmag_err,rpmag,rpmag_err,parallax,parallax_err,feh,feh_err,feh_prov,ruwe
tic201604954,6638230431120193280,12.828246,0.002842,11.906363,0.003804,2.8575999999998998,0.013900000000000001,0.1876567390757886,0.15,Poly,1.038
tic328814605,1150880884042264448,12.923016,0.002855,12.047044,0.003822,1.708813,0.0102,0.1571246386298073,0.15,Poly,1.022
tic1003831,5710154317045164416,11.504135,0.002829,10.613109,0.003792,5.059934,0.0192,0.0841799313282951,0.15,Poly,1.13
tic139148528,6540933586321291008,11.12574,0.002821,10.217214,0.003792,7.446312,0.0158,0.2294530905694332,0.15,Poly,1.01
tic7088246,6657994706683397504,14.10194,0.003004,13.220077,0.003839,1.540232,0.0145,0.0744278232522468,0.15,Poly,1.03
tic382419744,4743202418157051008,13.552184,0.003105,12.67,0.00409,1.6839089999999999,0.0124,0.0375919366497194,0.15,Poly,1.238
tic394570569,5840219254049257088,12.627378,0.002913,11.70647,0.003836,3.614773,0.0103,-0.1226020217896906,0.15,Poly,0.874
tic470156846,2299510170131948928,13.550348,0.002865,12.66643,0.003803,1.025323,0.0112,-0.1468548874238653,0.15,Poly,1.041
tic47423120,6623319060581364992,11.821199,0.002953,10.948309,0.003834,5.440919999999901,0.0211,-0.1446887963312777,0.15,Poly,1.057
tic237929468,4679529738448820608,12.675473,0.002819,11.754502,0.00379,2.869007,0.0123,0.262795662354617,0.15,Poly,1.125
tic138329479,553712101540630016,13.600214,0.002875,12.712639,0.003816,1.5969879999999999,0.0107,-0.0781320462134562,0.15,Poly,0.972
tic307958020,1630906044157332224,9.19068,0.002849,8.297542,0.003805,10.5672949999999,0.0135,0.3883270007514428,0.15,Poly,1.153
tic360822008,6471895491731502464,13.731193,0.002947,12.847635,0.00393,1.7154379999999998,0.013699999999999999,0.2087294818966647,0.15,Poly,1.012
tic373693175,1541532207133249920,12.440286,0.003114,11.56902,0.003932,3.431226,0.011,0.3484927802881739,0.15,Poly,0.939
tic207238953,4733464735160841344,11.750028,0.002866,10.844888,0.003794,5.043175,0.0121,0.3002758219593557,0.15,Poly,0.766
tic181422954,5528771869546029056,14.107925,0.00283,13.217774,0.003845,1.413029,0.0134,,,None,0.988
tic620780629,316871215242167552,13.657393,0.003815,12.739667,0.00425,1.4085949999999998,0.0265,-0.215431505449394,0.15,Poly,1.857
tic295541511,6436995652638923392,11.209204,0.002834,10.347911,0.003789,6.016783,0.015400000000000002,0.2175219255679321,0.15,Poly,1.001
tic101696403,6668794109888450304,13.439447,0.002967,12.553208,0.003877,2.170764,0.0145,0.2115299186430848,0.15,Poly,0.969
