id_starname,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_feh,iso_feh_err1,iso_feh_err2,iso_mass,iso_mass_err1,iso_mass_err2,iso_rad,iso_rad_err1,iso_rad_err2,iso_rho,iso_rho_err1,iso_rho_err2,iso_lum,iso_lum_err1,iso_lum_err2,iso_age,iso_age_err1,iso_age_err2,iso_dis,iso_dis_err1,iso_dis_err2,iso_avs
kic5544450,7312.919364239414,152.00683524571468,-201.47468562802896,4.297509144108742,0.0309314118039107,-0.0365838360346852,-0.127823743946065,0.1104219109496796,-0.1272510292038448,1.4449230925291794,0.0024572543939702,-0.0484692430910438,1.4011404041086009,0.0504038757895528,-0.0508159992112584,0.5127811933437898,0.0580509957353848,-0.0565398787356053,5.01773942418834,0.2858035790777453,-0.2612000400167291,0.388,0.485,-0.286,573.5065088197459,8.939752290500678,-8.50911816940868,0.4850894623684718
kic10973664,5788.949937127505,103.69210301256498,-110.13905462456933,4.478010766374301,0.0261150965509884,-0.0456834102644201,-0.0074783009823373,0.1381053724431367,-0.12637377711299,0.9970195806632652,0.0389275342040054,-0.0422079780326009,0.9561098421773232,0.0319047712399941,-0.026834100375163,1.1417516034320652,0.1013283877859663,-0.1438022377466814,0.93079911294843,0.0430690599133393,-0.0415970513745599,2.241,3.522,-1.755,903.9834973483694,18.02271580989509,-17.727997046814835,0.2196096461304851
kic12459913,6303.509196211063,166.8637375018361,-181.1718305417935,4.309546434529024,0.0512014550611112,-0.0644631447380739,-0.122442805719706,0.141386955905518,-0.1383242017171316,1.154605094716024,0.0388113141724248,-0.0819901201858837,1.232976789718854,0.0635299624643419,-0.0504149998330714,0.5989418054700956,0.1013639660959666,-0.1071600745654835,2.19122946890758,0.1394363604186557,-0.1303854237271928,2.5,2.26,-1.663,1295.0872395291692,33.71313829425503,-32.87399657974515,0.3019632685426027
kic6291033,5951.705661323662,170.58144048019312,-160.32185423068677,3.964611294921383,0.0604980935153118,-0.0635792089049109,0.168515107410908,0.1069771118836077,-0.1527200565707228,1.3425285833870215,0.0525381051788613,-0.1037822895750291,1.9692873463960896,0.125643664031225,-0.1196313433051421,0.1685448853338623,0.0374306492072545,-0.0299974372850778,4.437735003258188,0.4231248270831216,-0.388718296659623,3.473,1.107,-0.579,1993.7076255067489,84.43367535169159,-91.21918556334003,0.1098048230652425
kic5461440,5434.629398547571,111.05758681314728,-123.64338565427896,4.521916307916771,0.042087817874842,-0.067541403095567,-0.146351086647821,0.1301722716834778,-0.1324282375489039,0.8563274659515808,0.0388150520874757,-0.0644253973925644,0.8347327552733947,0.0380925193736433,-0.02871161723539,1.4452357546165775,0.1954387650342437,-0.2597647969426215,0.5542466930704999,0.0223485072364417,-0.0211026919362312,6.113,8.031,-4.639,686.2479272432807,12.66286612322574,-12.297784606908865,0.0265362557374163
kic5689351,4878.039620477402,77.32665551596165,-82.11242839892657,4.567663342060164,0.0373012179267142,-0.0557475619197616,0.0728635388669172,0.1386540749533008,-0.1417428317400289,0.7757015877601624,0.0393507643356731,-0.0408930625511034,0.7582356842753288,0.0273361316636592,-0.0229092517599651,1.7694878621606245,0.209129670141331,-0.2634409181537571,0.2957183546189219,0.008936604566204,-0.0087683672505256,*8.758,10.102,-6.592,409.14142008759376,6.107706006825652,-6.056441119930355,1.9264845329531118e-14
kic5443837,6020.237230735884,202.1956280906525,-173.46430860046894,4.101501729393818,0.06238960523007,-0.0654283574916867,0.2094562075955427,0.1199029983280524,-0.11942335536385,1.296236763584837,0.0489044258410298,-0.1079017164867592,1.6529557983132033,0.0911115551666368,-0.0947369814283027,0.2755332117465288,0.061330458808662,-0.0492620150848123,3.29211295030184,0.2120447624262253,-0.2156948798149307,3.366,1.94,-1.003,1585.0504248921582,47.83588413730831,-45.95799315332101,0.1647072345978638
kic5709725,5268.706979352137,93.5235829920257,-100.59253222788811,4.53323613879781,0.0340315324896236,-0.0584878650365281,0.0576801280887792,0.1405366030327425,-0.1384948029896416,0.8765032786379323,0.0394394751030472,-0.0627925509633537,0.8353474643036202,0.0331576821638157,-0.0263831290462336,1.4840943272819245,0.1643536592983883,-0.2352984266664353,0.4891767869784974,0.0188667549789572,-0.0181322083488966,5.204,7.491,-4.054,675.5872886601179,12.5310997100986,-12.48476971798118,0.1371924663827559
kic9946525,5077.7002753852485,79.87545059758304,-89.46152768670618,4.541126496253642,0.0359663395003346,-0.0597872554128677,0.1737884453504559,0.1238815799098495,-0.139655842071693,0.853900467181762,0.0377995232694589,-0.060614127774774,0.8153923054699096,0.0316748736600743,-0.0240009908776128,1.5489453781578109,0.1745797460654425,-0.2479064797445918,0.4015173668622377,0.0169306450183919,-0.0162514627080238,6.489,8.714,-5.01,790.3925232472935,16.334687506366663,-16.260940547134282,0.1647072345978638
kic7098355,5384.46636760518,140.10301109254488,-180.34682304917533,4.516713383418577,0.0661817818374324,-0.0746636649370664,-0.4351770387235956,0.1355157852460074,-0.138425352322508,0.7545695133083379,0.0559988612488043,-0.0618269970511441,0.7830227632874214,0.0407560831382989,-0.0351220130474678,1.5177721851994113,0.327180941844349,-0.2997944298847641,0.4685781812259547,0.0219237398559586,-0.0253723143992165,12.123,9.77,-8.422,672.6883776829615,12.91244758730204,-12.896597294055368,0.2470608467836101
kic7269974,5748.128546993442,98.38585782820336,-112.71266648947858,4.44647320772751,0.0299525884808238,-0.0525717940025511,0.1745808586119734,0.1212472991683658,-0.1408126692487826,1.0517829441826547,0.0233670474156788,-0.0561859070094248,1.0105925240036244,0.037077681665103,-0.0276961767251383,1.0046876252718722,0.0980332337648346,-0.1448847708166748,1.011794457669796,0.0463303019795033,-0.0443411888262262,2.546,3.674,-1.976,917.403968062568,18.243431995384867,-18.030527219584656,0.2195251594400921
kic7440748,4942.259915385964,75.95192148315891,-82.00733894395216,4.556650295416972,0.037263814937301,-0.0564429503636905,0.1266492933181435,0.1327546001937865,-0.1412192302135828,0.799111940305922,0.0380532879724384,-0.0440121507526606,0.7799963895245355,0.0285948519384132,-0.0227661059196313,1.6792186098163673,0.1949482861145375,-0.2553313749022574,0.3298727829748767,0.0098976707219825,-0.0096180562430142,*8.062,9.627,-6.11,437.7664463240354,6.583682709727327,-6.476048527210821,0.0274265865372419
kic5812960,5185.631222085919,92.75225543103988,-92.54777510153144,4.567041895943485,0.0278785911910155,-0.0484288638319467,-0.0267524607254799,0.1426956570213928,-0.1375249451014411,0.8367430477483189,0.0382409289240827,-0.0402871729271963,0.7870004434736659,0.0278893387560297,-0.0247980026742142,1.702476385552067,0.1626694040129894,-0.2270574696935752,0.406728086438807,0.0158348062466169,-0.0152277524803942,4.53,7.123,-3.532,609.832312839654,10.92440579468132,-10.932506004097831,0.4038559430046898
kic6266741,5617.961758793078,99.50946661781109,-119.8883976878551,4.462320836220883,0.0346759739010407,-0.0600906811754518,0.1662815538769999,0.1235250503890141,-0.1418122130226747,0.9958402673915628,0.0431434457941696,-0.0588553066453314,0.9686558611014214,0.0395759531466105,-0.0282205472218366,1.0873439198015202,0.1197825399669494,-0.1772030891412686,0.8499168185467142,0.0336935824204406,-0.0327677513088311,3.482,4.942,-2.669,730.8028361967085,12.952504568168592,-12.784706876963014,0.24666909747635
kic5774349,4911.651581411214,118.10391565000282,-110.60021297160164,4.5944464572035,0.0297976292890496,-0.0527220402690611,-0.0918886873208817,0.1408697935063268,-0.135233432316426,0.7562989325858819,0.0376879487662602,-0.0396298105659567,0.7274519904790919,0.0254143007974645,-0.023036416923222,1.959213132318388,0.2008242812212377,-0.2758649253091894,0.2749709326823543,0.0326886393464657,-0.0144703227521423,*6.536,9.873,-5.066,547.3729826795804,1.84585290180462,-3.864410317082161,0.1165838978692481
kic5978361,5585.906250176867,99.86235908477283,-98.19403537282324,4.511364215582668,0.0228005882825872,-0.0408940658875698,0.0683570554334462,0.1424902621441771,-0.1392142129027894,0.9750441738385436,0.0223914668373591,-0.0561711586904596,0.90395007181717,0.028309543589096,-0.0250372903419076,1.3035639197423483,0.1048341405973791,-0.1479105110654093,0.7208054446659499,0.0333790206744362,-0.0310479023106038,2.263,3.783,-1.788,757.7392715433701,14.492373898527262,-14.297365121027497,0.591903765935275
kic6501635,5238.541848588848,89.68938941964097,-90.71861773591718,4.552519366450599,0.0279053993174027,-0.049292116780367,0.0367501797880261,0.1484049554196043,-0.1387332700177994,0.85884070574182,0.0359965069549946,-0.0425975789815973,0.8143548614896343,0.028285907538907,-0.0242951962378487,1.5911697074588926,0.1501297789763354,-0.2145097057467702,0.4535850071717687,0.0159914599335177,-0.0152463814959454,4.272,6.638,-3.357,615.3457539711522,10.26469540192113,-10.129174985161171,0.2745120474367324
